"name","logo","homepage_url","crunchbase"
"Hunan Mango Innocreative Technology Co., Ltd","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/hunan-mango-innocreative-technology-co.%2C-ltd.svg","https://cloud.mg.xyz/",""
